,smiles,molecule_hash,kd,smiles_a,smiles_b,smiles_c
20,CNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1ccc(CNC(=O)c2cnn(Cc3ccccc3)c2)cc1,e51bc33ad16943aab8961cdd46921c7e79799b59fb14ba87c1fbf17c8381d36a,26.2,CNC(=O)[C@@H](N)CCC1CCCCC1,OC(=O)C1=CN(CC2=CC=CC=C2)N=C1,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
21,CNC(=O)[C@H]1C[C@@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)c2ccc3ccccc3c2)C1,51cebfcf1cfc70f8c66cd669ea270559d2130202417edb87007a62e699da54e3,1685.0,CNC(=O)[C@H]1C[C@@H](N)C1,OC(=O)C1=CC=C2C=CC=CC2=C1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
22,CNC(=O)[C@H]1CC[C@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)/C=C/c2ccccc2C(F)(F)F)CC1,f7475e326da3422a9403413a8a59d8c01cceeee47dad48c63da8514de34b8af0,1379.3,CNC(=O)[C@H]1CC[C@H](N)CC1,OC(=O)\\C=C\\C1=C(C=CC=C1)C(F)(F)F,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
23,CNC(=O)[C@H]1CC[C@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)/C=C/c2ccccc2C)CC1,aebbf52fb0dd6016e9d8a200db06bb44eb289f914a2ce098fdc51a5afd6e0063,2556.3,CNC(=O)[C@H]1CC[C@H](N)CC1,CC1=C(\\C=C\\C(O)=O)C=CC=C1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
24,CNC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccc(CNC(=O)c2cnc(N)s2)cc1,719550c3f09e29b8349c48c091496fd71dcd6a52533ffb584c912a584a3c8d3b,3.9,CNC(=O)[C@@H](N)CC1CCCCC1,Nc1ncc(s1)C(O)=O,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
25,CNC(=O)[C@@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)C1CCCCC1,468e29dcc9191fcf642545cc27417cf275384b23850bbc150e4630aee1e39a92,873.5,CNC(=O)[C@@H](CCN)NC(=O)C1CCCCC1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
26,CNC(=O)[C@@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)c1ccccc1,39044d6374226a490b5774b0c44a96cb6bb9b60cb422fce499febe4b35b10092,907.3,CNC(=O)[C@@H](CCN)NC(=O)c1ccccc1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
27,CNC(=O)[C@@H](CCNC(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)NC(=O)c1cnc(N)s1,447dbd41ea2cc5d7e5088c4a8b9e7b9df5fbf1cd3c29121ae6627f90159c2315,4.0,CNC(=O)[C@@H](CCN)NC(=O)c1cnc(N)s1,CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,OC(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)OCC1c2ccccc2-c2ccccc12
28,CNC(=O)[C@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)CC(C)C,931195bee16c1c634386147419ec7441b385bbce686f8dedd590f1c66a9b0f64,1543.7,CNC(=O)[C@H](CCN)NC(=O)CC(C)C,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
29,CNC(=O)[C@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)c1cccs1,355f291a4d1d0909a94433bbf2c9fef30424a413ef09bf8c923a48c20103dc91,842.1,CNC(=O)[C@H](CCN)NC(=O)c1cccs1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
30,CNC(=O)[C@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)/C=C/c1ccccc1C)NC(=O)c1cccs1,d97ee425c0301bcebf6d6f4091d01e54ceef537afc700bc0ef0356ea70d08f9d,3923.0,CNC(=O)[C@H](CCN)NC(=O)c1cccs1,CC1=C(\\C=C\\C(O)=O)C=CC=C1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
31,CNC(=O)[C@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)c1ccsc1,b42a568fc8026dc73dd7bbe979b544c86c87194510ba3edff7cdd6d6c26b3e42,794.1,CNC(=O)[C@H](CCN)NC(=O)c1ccsc1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
32,CNC(=O)[C@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)CC1CCCC1,0336089748ad12c95d33cc0d6328a0ea004a914bd96a9c591f7fc350b0f6e04a,911.9,CNC(=O)[C@H](CCN)NC(=O)CC1CCCC1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
33,CNC(=O)[C@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)C1CCCCC1,fe3d3ea9da7716b2cff0bb5ad5424c42d414abdb48d7dbfc24b0e4a598818c50,1121.7,CNC(=O)[C@H](CCN)NC(=O)C1CCCCC1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
34,CNC(=O)[C@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)c1ccccc1,fc9b5c54640aeabcef51c90a4bc9b4e07eee104ba2233a421b305865612ce926,653.4,CNC(=O)[C@H](CCN)NC(=O)c1ccccc1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
35,CNC(=O)[C@H](CNC(=O)[C@H](CCc1ccccc1)NC(=O)c1ccc(OC)cc1)NC(=O)CC1CCCC1,fd5d03f018aab483ad8db6dc0c17b377ec57c69528311513b244fb108b6e8b1c,24055.0,CNC(=O)[C@H](CN)NC(=O)CC1CCCC1,COC1=CC=C(C=C1)C(O)=O,OC(=O)[C@H](CCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc12
36,CNC(=O)[C@H]1C[C@@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)C2=Cc3cc(Cl)ccc3OC2)C1,c41521f1538c7b746b65c677944f058a8813e5e563569e92c62055e4b7dd3466,734.0,CNC(=O)[C@H]1C[C@@H](N)C1,OC(=O)C1=CC2=C(OC1)C=CC(Cl)=C2,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
37,CNC(=O)[C@H]1CC[C@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)C2=Cc3cc(Cl)ccc3OC2)CC1,6446f30c29d001a135607426575a724c28615b6d7b70eaffa83fb4b32f197c76,240.1,CNC(=O)[C@H]1CC[C@H](N)CC1,OC(=O)C1=CC2=C(OC1)C=CC(Cl)=C2,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
38,CNC(=O)[C@H]1CC[C@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)c2ccc(Br)c(C(F)(F)F)c2)CC1,b7f5ad16837ea1e4efea2a1a536e7143196d8512dbde15493c36be3d90bb390f,286.3,CNC(=O)[C@H]1CC[C@H](N)CC1,OC(=O)C1=CC=C(Br)C(=C1)C(F)(F)F,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
39,CNC(=O)[C@H]1CC[C@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)c2cc3c(Br)cccc3[nH]2)CC1,97438889874a9ed13518172e23911ba5032935a29a171f38a154bf4cd4676a17,405.7,CNC(=O)[C@H]1CC[C@H](N)CC1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
40,CNC(=O)[C@H]1CC[C@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)c2ccc3ccccc3c2)CC1,a22b1ea5a3d5cf4ff5a4339ced9e7df9581d193d3ced32c5dd878e315e8c7d70,787.4,CNC(=O)[C@H]1CC[C@H](N)CC1,OC(=O)C1=CC=C2C=CC=CC2=C1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
41,CNC(=O)[C@H]1CC[C@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)c2cc(Br)c(C)c(Br)c2)CC1,f8d3e54beba77a6a6f570638d3bd941b04d4640323d1aa0c1e36ea57508791d0,1263.7,CNC(=O)[C@H]1CC[C@H](N)CC1,CC1=C(Br)C=C(C=C1Br)C(O)=O,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
42,CNC(=O)c1n[nH]c2c1CCN(C(=O)C[C@@H]1Cc3ccccc3CN1C(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)C2,7273a34300ecd8eb592ef16e353f045190452c6a3d23f842633300ce90dce798,3554.3,CNC(=O)c1n[nH]c2c1CCNC2,CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,OC(=O)C[C@@H]1Cc2ccccc2CN1C(=O)OCC1c2ccccc2-c2ccccc12
43,CNC(=O)[C@H](CCNC(=O)[C@H]1CC[C@@H](NC(=O)c2n[nH]c3ncccc23)CC1)N1CCCCC1,247fd442f0be30c13b8a2ee33ef4c4693dd18c6b745bd41b1d6823e087abfbbe,440.1,CNC(=O)[C@H](CCN)N1CCCCC1,OC(=O)C1=NNC2=NC=CC=C12,CC(C)(C)OC(=O)N[C@H]1CC[C@H](CC1)C(O)=O
44,CNC(=O)[C@H](CCNC(=O)[C@H]1CC[C@H](CNC(=O)c2cnc(N)s2)CC1)N1CCCCC1,b177175f0c5df2263925107233ff83d50bafe5d0d05866e9069af0e3f49e17c7,28.1,CNC(=O)[C@H](CCN)N1CCCCC1,Nc1ncc(s1)C(O)=O,OC(=O)[C@H]1CC[C@H](CNC(=O)OCC2c3ccccc3-c3ccccc23)CC1
45,CNC(=O)[C@H](CCNC(=O)c1ccc(CNC(=O)c2cnc(N)s2)cc1)N1CCCCC1,d5829b60cd9b7a6145834cc2593017cdbb6c8c66618108958395a3d5203d8f31,6.2,CNC(=O)[C@H](CCN)N1CCCCC1,Nc1ncc(s1)C(O)=O,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
46,CNC(=O)c1ccc(CNC(=O)[C@@H](CCc2ccccc2)NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc1,5951bfb5fd2220a926027778d257400fe5a35072376a3cb43d81d1e3bb7cd32d,35.0,CNC(=O)c1ccc(CN)cc1,CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,OC(=O)[C@@H](CCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc12
47,CNC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H]1CC[C@H](CNC(=O)c2cnc(N)s2)CC1,25f1c2c9f4bc0fe2e48e4b16dba76f744bf11393b46f8cbc8229130712e9e076,5.5,CNC(=O)[C@@H](N)CCc1ccccc1,Nc1ncc(s1)C(O)=O,OC(=O)[C@H]1CC[C@H](CNC(=O)OCC2c3ccccc3-c3ccccc23)CC1
48,CNC(=O)[C@H](CCc1ccccc1)NC(=O)c1ccc(CNC(=O)c2cn[nH]c2C)cc1,ab1edbf1bc3c761eb267ab85b03de6b4d8427b271af45b6a02e223800aa24d42,34.5,CNC(=O)[C@@H](N)CCc1ccccc1,Cc1[nH]ncc1C(O)=O,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
49,CNC(=O)[C@H](CCc1ccccc1)NC(=O)c1ccc(CNC(=O)c2cnc(N)s2)cc1,618c1c699f8f9b8b3f0321608b2517364c46d03d24f7c1559436f6786ee5fab4,2.7,CNC(=O)[C@@H](N)CCc1ccccc1,Nc1ncc(s1)C(O)=O,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
50,CNC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)c1ccc(CNC(=O)c2cc3cc(C)ccc3[nH]2)cc1,f5c1223a191ec5d34249c347150c5255ddeab4c4698c123f487f29c5077169e4,12681.7,CNC(=O)[C@H](N)Cc1ccc2ccccc2c1,CC1=CC2=C(NC(=C2)C(O)=O)C=C1,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
51,CNC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)c1ccc(CNC(=O)c2cc(-c3ccc(Cl)cc3)[nH]n2)cc1,89264f64e39a3f61d8d9d9788658a95f8573022b91153482267567d77d30efdc,9636.7,CNC(=O)[C@H](N)Cc1ccc2ccccc2c1,OC(=O)C1=NNC(=C1)C1=CC=C(Cl)C=C1,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
52,CNC(=O)c1ccc2nc(CCNC(=O)[C@@H](Cc3cccc(Cl)c3)NC(=O)c3n[nH]c4ncccc34)[nH]c2c1,a7dad42cc7a7312049cafde304820d72370fe19fdd973110aae0ed7a191dbb67,23.6,CNC(=O)c1ccc2nc(CCN)[nH]c2c1,OC(=O)C1=NNC2=NC=CC=C12,OC(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)OCC1c2ccccc2-c2ccccc12
53,CNC(=O)c1[nH]nc2c1CN(C(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)CC2,19fd4b5f0dd144d050702a0113f2783b69951948d36c0ae8a59b224dc82a6f62,272.5,CNC(=O)c1[nH]nc2c1CNCC2,CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,OC(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)OCC1c2ccccc2-c2ccccc12
