,smiles,molecule_hash,kd,smiles_a,smiles_b,smiles_c
10,CNC(=O)[C@H]1C[C@@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)c2ccc3ccccc3c2)C1,51cebfcf1cfc70f8c66cd669ea270559d2130202417edb87007a62e699da54e3,3770.0,CNC(=O)[C@H]1C[C@@H](N)C1,OC(=O)C1=CC=C2C=CC=CC2=C1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
11,CNC(=O)c1n[nH]c2c1CCN(C(=O)[C@@H]1CCC[C@H](NC(=O)c3cc(C(C)(C)C)cc(C(C)(C)C)c3)C1)C2,b9f5c11c131b84415971a2b518163b08c9877f39f2ba8b1987b827939d19988c,2570.0,CNC(=O)c1n[nH]c2c1CCNC2,CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,CC(C)(C)OC(=O)N[C@H]1CCC[C@H](C1)C(O)=O
12,CNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1ccc(CNC(=O)c2n[nH]c3ncccc23)cc1,517bc4d5424e52f264e820e8624460f4621acab36360777227dc026ee2d50706,21.1,CNC(=O)[C@@H](N)CCC1CCCCC1,OC(=O)C1=NNC2=NC=CC=C12,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
13,CNC(=O)[C@H](CC1CCCCC1)NC(=O)c1ccc(CNC(=O)c2cnc(N)s2)cc1,719550c3f09e29b8349c48c091496fd71dcd6a52533ffb584c912a584a3c8d3b,5.2,CNC(=O)[C@@H](N)CC1CCCCC1,Nc1ncc(s1)C(O)=O,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
14,CCCC1CCC(C(=O)N[C@H]2CCC[C@@H](C(=O)N[C@@H](CCC(=O)N(C)Cc3ccccc3)C(=O)NC)C2)CC1,deb2175325fb2c3c32737b359710d97b6d93e88dfc66e763d61ca3e1e801b8ff,13800.0,CNC(=O)[C@@H](N)CCC(=O)N(C)Cc1ccccc1,CCCC1CCC(CC1)C(O)=O,CC(C)(C)OC(=O)N[C@H]1CCC[C@H](C1)C(O)=O
15,CCCC1CCC(C(=O)NC2CCN(CC(=O)NCC[C@@H](NC(=O)C3CCOC3)C(=O)NC)CC2)CC1,2136cd6d93504a6125e20ae3084b63df00049d57d7b40e76bfc040a87d92481c,8440.0,CNC(=O)[C@@H](CCN)NC(=O)C1CCOC1,CCCC1CCC(CC1)C(O)=O,OC(=O)CN1CCC(CC1)NC(=O)OCC1c2ccccc2-c2ccccc12
16,CNC(=O)[C@@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)c1ccccc1,39044d6374226a490b5774b0c44a96cb6bb9b60cb422fce499febe4b35b10092,14600.0,CNC(=O)[C@@H](CCN)NC(=O)c1ccccc1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
17,CNC(=O)[C@@H](CCNC(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)NC(=O)c1cnc(N)s1,447dbd41ea2cc5d7e5088c4a8b9e7b9df5fbf1cd3c29121ae6627f90159c2315,427.0,CNC(=O)[C@@H](CCN)NC(=O)c1cnc(N)s1,CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,OC(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)OCC1c2ccccc2-c2ccccc12
18,CNC(=O)[C@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)CC(C)C,931195bee16c1c634386147419ec7441b385bbce686f8dedd590f1c66a9b0f64,82400.0,CNC(=O)[C@H](CCN)NC(=O)CC(C)C,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
19,CCCC1CCC(C(=O)N[C@H]2CCC[C@@H](C(=O)NCC[C@H](NC(=O)c3ncoc3C)C(=O)NC)C2)CC1,aab2e91204a3d564a9bbd888cb3177ab5411d5fb1a5823eab35c4e7906c66081,48400.0,CNC(=O)[C@H](CCN)NC(=O)c1ncoc1C,CCCC1CCC(CC1)C(O)=O,CC(C)(C)OC(=O)N[C@H]1CCC[C@H](C1)C(O)=O
20,CNC(=O)[C@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)c1ccsc1,b42a568fc8026dc73dd7bbe979b544c86c87194510ba3edff7cdd6d6c26b3e42,19400.0,CNC(=O)[C@H](CCN)NC(=O)c1ccsc1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
21,CNC(=O)[C@H](CCNC(=O)[C@H](CCC1CCCCC1)NC(=O)c1cc2c(Br)cccc2[nH]1)NC(=O)CC1CCCC1,0336089748ad12c95d33cc0d6328a0ea004a914bd96a9c591f7fc350b0f6e04a,7560.0,CNC(=O)[C@H](CCN)NC(=O)CC1CCCC1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
22,CCCC1CCC(C(=O)N[C@H]2CCC[C@@H](C(=O)N3C[C@@H](NC(=O)c4ccccn4)C[C@H]3C(=O)NC)C2)CC1,099196e4e7e08bad100ac5c1c77ad075c3985ec2ed1813870f70792f773ffedf,10900.0,CNC(=O)[C@@H]1C[C@H](NC(=O)c2ccccn2)CN1,CCCC1CCC(CC1)C(O)=O,CC(C)(C)OC(=O)N[C@H]1CCC[C@H](C1)C(O)=O
23,CNC(=O)[C@@H]1C[C@H](NC(=O)c2ccnn2C)CN1C(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)CCc1cccc2ccccc12,546ab152b3c9ad0ac2d0ac6415da2b3e3512998f573e4016035302adb23342f7,3100.0,CNC(=O)[C@@H]1C[C@H](NC(=O)c2ccnn2C)CN1,OC(=O)CCC1=C2C=CC=CC2=CC=C1,OC(=O)[C@H](Cc1ccc(Cl)cc1)NC(=O)OCC1c2ccccc2-c2ccccc12
24,CCCC1CCC(C(=O)N[C@H]2CCC[C@@H](C(=O)N3C[C@@H](NC(=O)c4ccccc4)C[C@H]3C(=O)NC)C2)CC1,f79bc71bcff7a90a38da65e01ca9162e215c8b67aeb2b8f614113d2ca03acd2b,31400.0,CNC(=O)[C@@H]1C[C@H](NC(=O)c2ccccc2)CN1,CCCC1CCC(CC1)C(O)=O,CC(C)(C)OC(=O)N[C@H]1CCC[C@H](C1)C(O)=O
25,CNC(=O)[C@H]1C[C@@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)C2=Cc3cc(Cl)ccc3OC2)C1,c41521f1538c7b746b65c677944f058a8813e5e563569e92c62055e4b7dd3466,7800.0,CNC(=O)[C@H]1C[C@@H](N)C1,OC(=O)C1=CC2=C(OC1)C=CC(Cl)=C2,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
26,CNC(=O)[C@H]1CC[C@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)C2=Cc3cc(Cl)ccc3OC2)CC1,6446f30c29d001a135607426575a724c28615b6d7b70eaffa83fb4b32f197c76,37100.0,CNC(=O)[C@H]1CC[C@H](N)CC1,OC(=O)C1=CC2=C(OC1)C=CC(Cl)=C2,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
27,CNC(=O)[C@H]1CC[C@H](NC(=O)[C@H](CCC2CCCCC2)NC(=O)c2cc3c(Br)cccc3[nH]2)CC1,97438889874a9ed13518172e23911ba5032935a29a171f38a154bf4cd4676a17,9380.0,CNC(=O)[C@H]1CC[C@H](N)CC1,OC(=O)C1=CC2=C(Br)C=CC=C2N1,OC(=O)[C@H](CCC1CCCCC1)NC(=O)OCC1c2ccccc2-c2ccccc12
28,CNC(=O)c1n[nH]c2c1CCN(C(=O)[C@@H](Cc1cccs1)NC(=O)c1cccc(OC(F)(F)F)c1)C2,2c757e8fdbb42aded6ec2295b74fe6aa2b1d1e8062a69ce4278a9184ae7f3c8b,6.4,CNC(=O)c1n[nH]c2c1CCNC2,OC(=O)C1=CC(OC(F)(F)F)=CC=C1,OC(=O)[C@@H](Cc1cccs1)NC(=O)OCC1c2ccccc2-c2ccccc12
29,CNC(=O)c1n[nH]c2c1CCN(C(=O)[C@@H](Cc1cccs1)NC(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)C2,c0dfd125bafbb6fedfc1812021e9b55edc312e099f7e7689fdaf551d4332db82,56800.0,CNC(=O)c1n[nH]c2c1CCNC2,CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,OC(=O)[C@@H](Cc1cccs1)NC(=O)OCC1c2ccccc2-c2ccccc12
30,CNC(=O)c1n[nH]c2c1CCN(C(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)C2,cf62e50dd98ddd37f2719f03c81ee99ffdd54f6e5dc514b79f1f0bbb6779ffac,37200.0,CNC(=O)c1n[nH]c2c1CCNC2,CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,OC(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)OCC1c2ccccc2-c2ccccc12
31,CNC(=O)c1n[nH]c2c1CCN(C(=O)C[C@@H]1Cc3ccccc3CN1C(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)C2,7273a34300ecd8eb592ef16e353f045190452c6a3d23f842633300ce90dce798,2780.0,CNC(=O)c1n[nH]c2c1CCNC2,CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,OC(=O)C[C@@H]1Cc2ccccc2CN1C(=O)OCC1c2ccccc2-c2ccccc12
32,CCCC1CCC(C(=O)NC2CCN(CC(=O)NC34CC5CC(C3)CC(C(=O)NC)(C5)C4)CC2)CC1,b84aeba9427b34f2711c3d0e5e4856a57355ee48304dc1534fa5f2714ec35770,79100.0,CNC(=O)C12CC3CC(CC(N)(C3)C1)C2,CCCC1CCC(CC1)C(O)=O,OC(=O)CN1CCC(CC1)NC(=O)OCC1c2ccccc2-c2ccccc12
33,CNC(=O)[C@H](CCNC(=O)[C@H]1CC[C@@H](NC(=O)c2n[nH]c3ncccc23)CC1)N1CCCCC1,247fd442f0be30c13b8a2ee33ef4c4693dd18c6b745bd41b1d6823e087abfbbe,462.0,CNC(=O)[C@H](CCN)N1CCCCC1,OC(=O)C1=NNC2=NC=CC=C12,CC(C)(C)OC(=O)N[C@H]1CC[C@H](CC1)C(O)=O
34,CNC(=O)[C@H](CCNC(=O)[C@H]1CC[C@H](CNC(=O)c2cnc(N)s2)CC1)N1CCCCC1,b177175f0c5df2263925107233ff83d50bafe5d0d05866e9069af0e3f49e17c7,26.3,CNC(=O)[C@H](CCN)N1CCCCC1,Nc1ncc(s1)C(O)=O,OC(=O)[C@H]1CC[C@H](CNC(=O)OCC2c3ccccc3-c3ccccc23)CC1
35,CNC(=O)c1ccc(CNC(=O)[C@@H](CCc2ccccc2)NC(=O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)cc1,5951bfb5fd2220a926027778d257400fe5a35072376a3cb43d81d1e3bb7cd32d,16900.0,CNC(=O)c1ccc(CN)cc1,CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,OC(=O)[C@@H](CCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc12
36,CNC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H]1CC[C@H](CNC(=O)c2cnc(N)s2)CC1,25f1c2c9f4bc0fe2e48e4b16dba76f744bf11393b46f8cbc8229130712e9e076,14.5,CNC(=O)[C@@H](N)CCc1ccccc1,Nc1ncc(s1)C(O)=O,OC(=O)[C@H]1CC[C@H](CNC(=O)OCC2c3ccccc3-c3ccccc23)CC1
37,CNC(=O)[C@H](CCc1ccccc1)NC(=O)c1ccc(CNC(=O)c2cn[nH]c2C)cc1,ab1edbf1bc3c761eb267ab85b03de6b4d8427b271af45b6a02e223800aa24d42,3890.0,CNC(=O)[C@@H](N)CCc1ccccc1,Cc1[nH]ncc1C(O)=O,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
38,CNC(=O)[C@H](CCc1ccccc1)NC(=O)c1ccc(CNC(=O)c2cnc(N)s2)cc1,618c1c699f8f9b8b3f0321608b2517364c46d03d24f7c1559436f6786ee5fab4,11300.0,CNC(=O)[C@@H](N)CCc1ccccc1,Nc1ncc(s1)C(O)=O,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
39,CNC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)CC1CCN(C(=O)c2n[nH]c3ncccc23)CC1,cd16740c24aa2354c088b0b3d51179ba0dc3a596a0ef8a51c15a942cf65b0b59,14300.0,CNC(=O)[C@H](N)Cc1ccc(Cl)cc1,OC(=O)C1=NNC2=NC=CC=C12,OC(=O)CC1CCN(CC1)C(=O)OCC1c2ccccc2-c2ccccc12
40,CNC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(=O)c1ccc(CNC(=O)c2cc3cc(C)ccc3[nH]2)cc1,f5c1223a191ec5d34249c347150c5255ddeab4c4698c123f487f29c5077169e4,505.0,CNC(=O)[C@H](N)Cc1ccc2ccccc2c1,CC1=CC2=C(NC(=C2)C(O)=O)C=C1,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
41,CNC(=O)c1[nH]nc2c1CN(C(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1)CC2,19fd4b5f0dd144d050702a0113f2783b69951948d36c0ae8a59b224dc82a6f62,310.0,CNC(=O)c1[nH]nc2c1CNCC2,CC(C)(C)C1=CC(=CC(=C1)C(O)=O)C(C)(C)C,OC(=O)[C@@H](Cc1cccc(Cl)c1)NC(=O)OCC1c2ccccc2-c2ccccc12
42,CNC([C@@H]1CCC[C@@H](C1)NC(c2cnc(CN(CC3=C(Br)C=C(C)C=C3)Cc4c(Br)cc(C)cc4)cc2)=O)=O,b891148a28777bb924671a36bfb19d766ae683138e44610d634e5067de686f46,6850.0,CNC(=O)[C@@H]1CCC[C@H](N)C1,CC1=CC=C(C=O)C(Br)=C1,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)nc1
43,CNC(c1ccc(CNC(CN2CCC(CC2)NCc3c(Br)cc(C)cc3)=O)cc1)=O,53cc5e69720e8bc34015074bbf2c1ca641789c751ed6f40af549fba4e9598498,24700.0,CNC(=O)c1ccc(CN)cc1,CC1=CC=C(C=O)C(Br)=C1,OC(=O)CN1CCC(CC1)NC(=O)OCC1c2ccccc2-c2ccccc12
44,CNC(c1ccc(CNC(CN2CCC(CC2)N(CC3=CC=C(C)C=C3Br)Cc4c(Br)cc(C)cc4)=O)cc1)=O,53cc5e69720e8bc34015074bbf2c1ca641789c751ed6f40af549fba4e9598498,44600.0,CNC(=O)c1ccc(CN)cc1,CC1=CC=C(C=O)C(Br)=C1,OC(=O)CN1CCC(CC1)NC(=O)OCC1c2ccccc2-c2ccccc12
45,CNC(c1cc(CNC(c2cnc(CN(Cc3c(Br)cc(C)cc3)Cc4c(Br)cc(C)cc4)cc2)=O)ccc1)=O,601bfa883df66f3bcf8534250d99de8905d987ac0bde52639d17006dd21b78a9,2910.0,CNC(=O)c1cccc(CN)c1,CC1=CC=C(C=O)C(Br)=C1,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)nc1
46,CNC([C@H]1CC[C@@H](CC1)NC(c2cnc(CNCc3c(Br)cc(C)cc3)cc2)=O)=O,f0f33822964d70c3432ae62ab1bbf74c632009caa69d86a335c64abf14b64f40,51900.0,CNC(=O)[C@H]1CC[C@H](N)CC1,CC1=CC=C(C=O)C(Br)=C1,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)nc1
47,CNC([C@@H]1CCC[C@H](NC(CCCN(Cc2ccc(C)cc2Br)CC3=C(C=C(C=C3)C)Br)=O)C1)=O,5aeb5f43c9cecf19931be1e0925667f58637282054ec17bfbbb887b619185483,5460.0,CNC(=O)[C@@H]1CCC[C@H](N)C1,CC1=CC=C(C=O)C(Br)=C1,OC(=O)CCCNC(=O)OCC1c2ccccc2-c2ccccc12
48,CNC([C@H]1C[C@H](C1)NC(c2cnc(CNCc3c(Br)cc(C)cc3)cc2)=O)=O,e3692c4e20fc3c00958274294577aa1e04cdc3bd16724f5ddb3f1b08c2777157,34000.0,CNC(=O)[C@H]1C[C@@H](N)C1,CC1=CC=C(C=O)C(Br)=C1,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)nc1
49,CNC([C@H]1C[C@H](C1)NC(c2cnc(CN(CC3=CC=C(C)C=C3Br)Cc4c(Br)cc(C)cc4)cc2)=O)=O,e3692c4e20fc3c00958274294577aa1e04cdc3bd16724f5ddb3f1b08c2777157,39300.0,CNC(=O)[C@H]1C[C@@H](N)C1,CC1=CC=C(C=O)C(Br)=C1,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)nc1
50,CNC(CC[C@@H](C(N1CCn2c(C1)ncc2)=O)NC(c3ccc(CN(Cc4c(Br)cc(C)cc4)Cc5c(Br)cc(C)cc5)cc3)=O)=O,3f9b4071e6e558b03111967b6a215dc0564f13c59369c000225169588e47ea32,13900.0,CNC(=O)CC[C@H](N)C(=O)N1CCn2ccnc2C1,CC1=CC=C(C=O)C(Br)=C1,OC(=O)c1ccc(CNC(=O)OCC2c3ccccc3-c3ccccc23)cc1
